entity,iso_code,date,indicator,value
Germany,DEU,2022-05-03,Daily ICU occupancy per million,15.329
Germany,DEU,2022-05-03,Weekly new ICU admissions,1012.0
Germany,DEU,2022-05-03,Weekly new ICU admissions per million,12.139
Germany,DEU,2022-05-03,Weekly new hospital admissions,6057.0
Germany,DEU,2022-05-03,Weekly new hospital admissions per million,72.652
Germany,DEU,2022-05-04,Daily ICU occupancy,1202.0
Germany,DEU,2022-05-04,Daily ICU occupancy per million,14.418
Germany,DEU,2022-05-04,Weekly new ICU admissions,1014.0
Germany,DEU,2022-05-04,Weekly new ICU admissions per million,12.163
Germany,DEU,2022-05-04,Weekly new hospital admissions,5939.0
Germany,DEU,2022-05-04,Weekly new hospital admissions per million,71.237
Germany,DEU,2022-05-05,Daily ICU occupancy,1176.0
Germany,DEU,2022-05-05,Daily ICU occupancy per million,14.106
Germany,DEU,2022-05-05,Weekly new ICU admissions,972.0
Germany,DEU,2022-05-05,Weekly new ICU admissions per million,11.659
Germany,DEU,2022-05-05,Weekly new hospital admissions,5806.0
Germany,DEU,2022-05-05,Weekly new hospital admissions per million,69.641
Germany,DEU,2022-05-06,Daily ICU occupancy,1116.0
Germany,DEU,2022-05-06,Daily ICU occupancy per million,13.386
Germany,DEU,2022-05-06,Weekly new ICU admissions,949.0
Germany,DEU,2022-05-06,Weekly new ICU admissions per million,11.383
Germany,DEU,2022-05-06,Weekly new hospital admissions,5715.0
Germany,DEU,2022-05-06,Weekly new hospital admissions per million,68.55
Germany,DEU,2022-05-07,Daily ICU occupancy,1084.0
Germany,DEU,2022-05-07,Daily ICU occupancy per million,13.002
Germany,DEU,2022-05-07,Weekly new ICU admissions,919.0
Germany,DEU,2022-05-07,Weekly new ICU admissions per million,11.023
Germany,DEU,2022-05-07,Weekly new hospital admissions,5588.0
Germany,DEU,2022-05-07,Weekly new hospital admissions per million,67.027
Germany,DEU,2022-05-08,Daily ICU occupancy,1096.0
Germany,DEU,2022-05-08,Daily ICU occupancy per million,13.146
Germany,DEU,2022-05-08,Weekly new ICU admissions,895.0
Germany,DEU,2022-05-08,Weekly new ICU admissions per million,10.735
Germany,DEU,2022-05-08,Weekly new hospital admissions,5527.0
Germany,DEU,2022-05-08,Weekly new hospital admissions per million,66.295
Germany,DEU,2022-05-09,Daily ICU occupancy,1095.0
Germany,DEU,2022-05-09,Daily ICU occupancy per million,13.134
Germany,DEU,2022-05-09,Weekly new ICU admissions,852.0
Germany,DEU,2022-05-09,Weekly new ICU admissions per million,10.22
Germany,DEU,2022-05-09,Weekly new hospital admissions,5435.0
Germany,DEU,2022-05-09,Weekly new hospital admissions per million,65.191
Germany,DEU,2022-05-10,Daily ICU occupancy,1064.0
Germany,DEU,2022-05-10,Daily ICU occupancy per million,12.762
Germany,DEU,2022-05-10,Weekly new ICU admissions,828.0
Germany,DEU,2022-05-10,Weekly new ICU admissions per million,9.932
Germany,DEU,2022-05-10,Weekly new hospital admissions,5449.0
Germany,DEU,2022-05-10,Weekly new hospital admissions per million,65.359
Germany,DEU,2022-05-11,Daily ICU occupancy,1033.0
Germany,DEU,2022-05-11,Daily ICU occupancy per million,12.391
Germany,DEU,2022-05-11,Weekly new ICU admissions,787.0
Germany,DEU,2022-05-11,Weekly new ICU admissions per million,9.44
Germany,DEU,2022-05-11,Weekly new hospital admissions,5311.0
Germany,DEU,2022-05-11,Weekly new hospital admissions per million,63.704
Germany,DEU,2022-05-12,Daily ICU occupancy,1002.0
Germany,DEU,2022-05-12,Daily ICU occupancy per million,12.019
Germany,DEU,2022-05-12,Weekly new ICU admissions,770.0
Germany,DEU,2022-05-12,Weekly new ICU admissions per million,9.236
Germany,DEU,2022-05-12,Weekly new hospital admissions,5155.0
Germany,DEU,2022-05-12,Weekly new hospital admissions per million,61.833
Germany,DEU,2022-05-13,Daily ICU occupancy,978.0
Germany,DEU,2022-05-13,Daily ICU occupancy per million,11.731
Germany,DEU,2022-05-13,Weekly new ICU admissions,768.0
Germany,DEU,2022-05-13,Weekly new ICU admissions per million,9.212
Germany,DEU,2022-05-13,Weekly new hospital admissions,5014.0
Germany,DEU,2022-05-13,Weekly new hospital admissions per million,60.142
Germany,DEU,2022-05-14,Daily ICU occupancy,945.0
Germany,DEU,2022-05-14,Daily ICU occupancy per million,11.335
Germany,DEU,2022-05-14,Weekly new ICU admissions,749.0
Germany,DEU,2022-05-14,Weekly new ICU admissions per million,8.984
Germany,DEU,2022-05-14,Weekly new hospital admissions,4897.0
Germany,DEU,2022-05-14,Weekly new hospital admissions per million,58.738
Germany,DEU,2022-05-15,Daily ICU occupancy,923.0
Germany,DEU,2022-05-15,Daily ICU occupancy per million,11.071
Germany,DEU,2022-05-15,Weekly new ICU admissions,736.0
Germany,DEU,2022-05-15,Weekly new ICU admissions per million,8.828
Germany,DEU,2022-05-15,Weekly new hospital admissions,4827.0
Germany,DEU,2022-05-15,Weekly new hospital admissions per million,57.899
Germany,DEU,2022-05-16,Daily ICU occupancy,944.0
Germany,DEU,2022-05-16,Daily ICU occupancy per million,11.323
Germany,DEU,2022-05-16,Weekly new ICU admissions,739.0
Germany,DEU,2022-05-16,Weekly new ICU admissions per million,8.864
Germany,DEU,2022-05-16,Weekly new hospital admissions,4788.0
Germany,DEU,2022-05-16,Weekly new hospital admissions per million,57.431
Germany,DEU,2022-05-17,Daily ICU occupancy,945.0
Germany,DEU,2022-05-17,Daily ICU occupancy per million,11.335
Germany,DEU,2022-05-17,Weekly new ICU admissions,718.0
Germany,DEU,2022-05-17,Weekly new ICU admissions per million,8.612
Germany,DEU,2022-05-17,Weekly new hospital admissions,4558.0
Germany,DEU,2022-05-17,Weekly new hospital admissions per million,54.672
Germany,DEU,2022-05-18,Daily ICU occupancy,905.0
Germany,DEU,2022-05-18,Daily ICU occupancy per million,10.855
Germany,DEU,2022-05-18,Weekly new ICU admissions,711.0
Germany,DEU,2022-05-18,Weekly new ICU admissions per million,8.528
Germany,DEU,2022-05-18,Weekly new hospital admissions,4359.0
Germany,DEU,2022-05-18,Weekly new hospital admissions per million,52.285
Germany,DEU,2022-05-19,Daily ICU occupancy,875.0
Germany,DEU,2022-05-19,Daily ICU occupancy per million,10.495
Germany,DEU,2022-05-19,Weekly new ICU admissions,692.0
Germany,DEU,2022-05-19,Weekly new ICU admissions per million,8.3
Germany,DEU,2022-05-19,Weekly new hospital admissions,4220.0
Germany,DEU,2022-05-19,Weekly new hospital admissions per million,50.618
Germany,DEU,2022-05-20,Daily ICU occupancy,821.0
Germany,DEU,2022-05-20,Daily ICU occupancy per million,9.848
Germany,DEU,2022-05-20,Weekly new ICU admissions,660.0
Germany,DEU,2022-05-20,Weekly new ICU admissions per million,7.917
Germany,DEU,2022-05-20,Weekly new hospital admissions,4021.0
Germany,DEU,2022-05-20,Weekly new hospital admissions per million,48.231
Germany,DEU,2022-05-21,Daily ICU occupancy,802.0
Germany,DEU,2022-05-21,Daily ICU occupancy per million,9.62
Germany,DEU,2022-05-21,Weekly new ICU admissions,662.0
Germany,DEU,2022-05-21,Weekly new ICU admissions per million,7.941
Germany,DEU,2022-05-21,Weekly new hospital admissions,3848.0
Germany,DEU,2022-05-21,Weekly new hospital admissions per million,46.156
Germany,DEU,2022-05-22,Daily ICU occupancy,818.0
Germany,DEU,2022-05-22,Daily ICU occupancy per million,9.812
Germany,DEU,2022-05-22,Weekly new ICU admissions,635.0
Germany,DEU,2022-05-22,Weekly new ICU admissions per million,7.617
Germany,DEU,2022-05-22,Weekly new hospital admissions,3819.0
Germany,DEU,2022-05-22,Weekly new hospital admissions per million,45.808
Germany,DEU,2022-05-23,Daily ICU occupancy,788.0
Germany,DEU,2022-05-23,Daily ICU occupancy per million,9.452
Germany,DEU,2022-05-23,Weekly new ICU admissions,597.0
Germany,DEU,2022-05-23,Weekly new ICU admissions per million,7.161
Germany,DEU,2022-05-23,Weekly new hospital admissions,3799.0
Germany,DEU,2022-05-23,Weekly new hospital admissions per million,45.568
Germany,DEU,2022-05-24,Daily ICU occupancy,742.0
Germany,DEU,2022-05-24,Daily ICU occupancy per million,8.9
Germany,DEU,2022-05-24,Weekly new ICU admissions,566.0
Germany,DEU,2022-05-24,Weekly new ICU admissions per million,6.789
Germany,DEU,2022-05-24,Weekly new hospital admissions,3573.0
Germany,DEU,2022-05-24,Weekly new hospital admissions per million,42.857
Germany,DEU,2022-05-25,Daily ICU occupancy,719.0
Germany,DEU,2022-05-25,Daily ICU occupancy per million,8.624
Germany,DEU,2022-05-25,Weekly new ICU admissions,530.0
Germany,DEU,2022-05-25,Weekly new ICU admissions per million,6.357
Germany,DEU,2022-05-25,Weekly new hospital admissions,3363.0
Germany,DEU,2022-05-25,Weekly new hospital admissions per million,40.338
Germany,DEU,2022-05-26,Daily ICU occupancy,703.0
Germany,DEU,2022-05-26,Daily ICU occupancy per million,8.432
Germany,DEU,2022-05-26,Weekly new ICU admissions,486.0
Germany,DEU,2022-05-26,Weekly new ICU admissions per million,5.829
Germany,DEU,2022-05-26,Weekly new hospital admissions,3179.0
Germany,DEU,2022-05-26,Weekly new hospital admissions per million,38.131
Germany,DEU,2022-05-27,Daily ICU occupancy,702.0
Germany,DEU,2022-05-27,Daily ICU occupancy per million,8.42
Germany,DEU,2022-05-27,Weekly new ICU admissions,466.0
Germany,DEU,2022-05-27,Weekly new ICU admissions per million,5.59
Germany,DEU,2022-05-27,Weekly new hospital admissions,2745.0
Germany,DEU,2022-05-27,Weekly new hospital admissions per million,32.926
Germany,DEU,2022-05-28,Daily ICU occupancy,669.0
Germany,DEU,2022-05-28,Daily ICU occupancy per million,8.024
Germany,DEU,2022-05-28,Weekly new ICU admissions,457.0
Germany,DEU,2022-05-28,Weekly new ICU admissions per million,5.482
Germany,DEU,2022-05-28,Weekly new hospital admissions,2754.0
Germany,DEU,2022-05-28,Weekly new hospital admissions per million,33.034
Germany,DEU,2022-05-29,Daily ICU occupancy,656.0
Germany,DEU,2022-05-29,Daily ICU occupancy per million,7.869
Germany,DEU,2022-05-29,Weekly new ICU admissions,454.0
Germany,DEU,2022-05-29,Weekly new ICU admissions per million,5.446
Germany,DEU,2022-05-29,Weekly new hospital admissions,2675.0
Germany,DEU,2022-05-29,Weekly new hospital admissions per million,32.086
Germany,DEU,2022-05-30,Daily ICU occupancy,669.0
Germany,DEU,2022-05-30,Daily ICU occupancy per million,8.024
Germany,DEU,2022-05-30,Weekly new ICU admissions,461.0
Germany,DEU,2022-05-30,Weekly new ICU admissions per million,5.53
Germany,DEU,2022-05-30,Weekly new hospital admissions,2656.0
Germany,DEU,2022-05-30,Weekly new hospital admissions per million,31.858
Germany,DEU,2022-05-31,Daily ICU occupancy,683.0
Germany,DEU,2022-05-31,Daily ICU occupancy per million,8.192
Germany,DEU,2022-05-31,Weekly new ICU admissions,471.0
Germany,DEU,2022-05-31,Weekly new ICU admissions per million,5.65
Germany,DEU,2022-05-31,Weekly new hospital admissions,2609.0
Germany,DEU,2022-05-31,Weekly new hospital admissions per million,31.294
Germany,DEU,2022-06-01,Daily ICU occupancy,671.0
Germany,DEU,2022-06-01,Daily ICU occupancy per million,8.048
Germany,DEU,2022-06-01,Weekly new ICU admissions,462.0
Germany,DEU,2022-06-01,Weekly new ICU admissions per million,5.542
Germany,DEU,2022-06-01,Weekly new hospital admissions,2631.0
Germany,DEU,2022-06-01,Weekly new hospital admissions per million,31.558
Germany,DEU,2022-06-02,Daily ICU occupancy,648.0
Germany,DEU,2022-06-02,Daily ICU occupancy per million,7.773
Germany,DEU,2022-06-02,Weekly new ICU admissions,490.0
Germany,DEU,2022-06-02,Weekly new ICU admissions per million,5.877
Germany,DEU,2022-06-02,Weekly new hospital admissions,2681.0
Germany,DEU,2022-06-02,Weekly new hospital admissions per million,32.158
Germany,DEU,2022-06-03,Daily ICU occupancy,637.0
Germany,DEU,2022-06-03,Daily ICU occupancy per million,7.641
Germany,DEU,2022-06-03,Weekly new ICU admissions,500.0
Germany,DEU,2022-06-03,Weekly new ICU admissions per million,5.997
Germany,DEU,2022-06-03,Weekly new hospital admissions,3067.0
Germany,DEU,2022-06-03,Weekly new hospital admissions per million,36.788
Germany,DEU,2022-06-04,Daily ICU occupancy,617.0
Germany,DEU,2022-06-04,Daily ICU occupancy per million,7.401
Germany,DEU,2022-06-04,Weekly new ICU admissions,505.0
Germany,DEU,2022-06-04,Weekly new ICU admissions per million,6.057
Germany,DEU,2022-06-04,Weekly new hospital admissions,3086.0
Germany,DEU,2022-06-04,Weekly new hospital admissions per million,37.016
Germany,DEU,2022-06-05,Daily ICU occupancy,613.0
Germany,DEU,2022-06-05,Daily ICU occupancy per million,7.353
Germany,DEU,2022-06-05,Weekly new ICU admissions,499.0
Germany,DEU,2022-06-05,Weekly new ICU admissions per million,5.985
Germany,DEU,2022-06-05,Weekly new hospital admissions,3140.0
Germany,DEU,2022-06-05,Weekly new hospital admissions per million,37.664
Germany,DEU,2022-06-06,Daily ICU occupancy,632.0
Germany,DEU,2022-06-06,Daily ICU occupancy per million,7.581
Germany,DEU,2022-06-06,Weekly new ICU admissions,488.0
Germany,DEU,2022-06-06,Weekly new ICU admissions per million,5.853
Germany,DEU,2022-06-06,Weekly new hospital admissions,3156.0
Germany,DEU,2022-06-06,Weekly new hospital admissions per million,37.855
Germany,DEU,2022-06-07,Daily ICU occupancy,623.0
Germany,DEU,2022-06-07,Daily ICU occupancy per million,7.473
Germany,DEU,2022-06-07,Weekly new ICU admissions,488.0
Germany,DEU,2022-06-07,Weekly new ICU admissions per million,5.853
Germany,DEU,2022-06-07,Weekly new hospital admissions,2641.0
Germany,DEU,2022-06-07,Weekly new hospital admissions per million,31.678
Germany,DEU,2022-06-08,Daily ICU occupancy,622.0
Germany,DEU,2022-06-08,Daily ICU occupancy per million,7.461
Germany,DEU,2022-06-08,Weekly new ICU admissions,518.0
Germany,DEU,2022-06-08,Weekly new ICU admissions per million,6.213
Germany,DEU,2022-06-08,Weekly new hospital admissions,3248.0
Germany,DEU,2022-06-08,Weekly new hospital admissions per million,38.959
Germany,DEU,2022-06-09,Daily ICU occupancy,620.0
Germany,DEU,2022-06-09,Daily ICU occupancy per million,7.437
Germany,DEU,2022-06-09,Weekly new ICU admissions,520.0
Germany,DEU,2022-06-09,Weekly new ICU admissions per million,6.237
Germany,DEU,2022-06-09,Weekly new hospital admissions,3579.0
Germany,DEU,2022-06-09,Weekly new hospital admissions per million,42.929
Germany,DEU,2022-06-10,Daily ICU occupancy,626.0
Germany,DEU,2022-06-10,Daily ICU occupancy per million,7.509
Germany,DEU,2022-06-10,Weekly new ICU admissions,517.0
Germany,DEU,2022-06-10,Weekly new ICU admissions per million,6.201
Germany,DEU,2022-06-10,Weekly new hospital admissions,3829.0
Germany,DEU,2022-06-10,Weekly new hospital admissions per million,45.928
Germany,DEU,2022-06-11,Daily ICU occupancy,607.0
Germany,DEU,2022-06-11,Daily ICU occupancy per million,7.281
Germany,DEU,2022-06-11,Weekly new ICU admissions,510.0
Germany,DEU,2022-06-11,Weekly new ICU admissions per million,6.117
Germany,DEU,2022-06-11,Weekly new hospital admissions,3973.0
Germany,DEU,2022-06-11,Weekly new hospital admissions per million,47.655
Germany,DEU,2022-06-12,Daily ICU occupancy,621.0
Germany,DEU,2022-06-12,Daily ICU occupancy per million,7.449
Germany,DEU,2022-06-12,Weekly new ICU admissions,528.0
Germany,DEU,2022-06-12,Weekly new ICU admissions per million,6.333
Germany,DEU,2022-06-12,Weekly new hospital admissions,4001.0
Germany,DEU,2022-06-12,Weekly new hospital admissions per million,47.991
Germany,DEU,2022-06-13,Daily ICU occupancy,650.0
Germany,DEU,2022-06-13,Daily ICU occupancy per million,7.797
Germany,DEU,2022-06-13,Weekly new ICU admissions,548.0
Germany,DEU,2022-06-13,Weekly new ICU admissions per million,6.573
Germany,DEU,2022-06-13,Weekly new hospital admissions,4070.0
Germany,DEU,2022-06-13,Weekly new hospital admissions per million,48.819
Germany,DEU,2022-06-14,Daily ICU occupancy,674.0
Germany,DEU,2022-06-14,Daily ICU occupancy per million,8.084
Germany,DEU,2022-06-14,Weekly new ICU admissions,566.0
Germany,DEU,2022-06-14,Weekly new ICU admissions per million,6.789
Germany,DEU,2022-06-14,Weekly new hospital admissions,5107.0
Germany,DEU,2022-06-14,Weekly new hospital admissions per million,61.257
Germany,DEU,2022-06-15,Daily ICU occupancy,672.0
Germany,DEU,2022-06-15,Daily ICU occupancy per million,8.06
Germany,DEU,2022-06-15,Weekly new ICU admissions,569.0
Germany,DEU,2022-06-15,Weekly new ICU admissions per million,6.825
Germany,DEU,2022-06-15,Weekly new hospital admissions,4879.0
Germany,DEU,2022-06-15,Weekly new hospital admissions per million,58.522
Germany,DEU,2022-06-16,Daily ICU occupancy,684.0
Germany,DEU,2022-06-16,Daily ICU occupancy per million,8.204
Germany,DEU,2022-06-16,Weekly new ICU admissions,587.0
Germany,DEU,2022-06-16,Weekly new ICU admissions per million,7.041
Germany,DEU,2022-06-16,Weekly new hospital admissions,4881.0
Germany,DEU,2022-06-16,Weekly new hospital admissions per million,58.546
Germany,DEU,2022-06-17,Daily ICU occupancy,694.0
Germany,DEU,2022-06-17,Daily ICU occupancy per million,8.324
Germany,DEU,2022-06-17,Weekly new ICU admissions,618.0
Germany,DEU,2022-06-17,Weekly new ICU admissions per million,7.413
Germany,DEU,2022-06-17,Weekly new hospital admissions,4545.0
Germany,DEU,2022-06-17,Weekly new hospital admissions per million,54.516
Germany,DEU,2022-06-18,Daily ICU occupancy,684.0
Germany,DEU,2022-06-18,Daily ICU occupancy per million,8.204
Germany,DEU,2022-06-18,Weekly new ICU admissions,643.0
Germany,DEU,2022-06-18,Weekly new ICU admissions per million,7.713
Germany,DEU,2022-06-18,Weekly new hospital admissions,4912.0
Germany,DEU,2022-06-18,Weekly new hospital admissions per million,58.918
Germany,DEU,2022-06-19,Daily ICU occupancy,718.0
Germany,DEU,2022-06-19,Daily ICU occupancy per million,8.612
Germany,DEU,2022-06-19,Weekly new ICU admissions,681.0
Germany,DEU,2022-06-19,Weekly new ICU admissions per million,8.168
Germany,DEU,2022-06-19,Weekly new hospital admissions,4989.0
Germany,DEU,2022-06-19,Weekly new hospital admissions per million,59.842
Germany,DEU,2022-06-20,Daily ICU occupancy,747.0
Germany,DEU,2022-06-20,Daily ICU occupancy per million,8.96
Germany,DEU,2022-06-20,Weekly new ICU admissions,720.0
Germany,DEU,2022-06-20,Weekly new ICU admissions per million,8.636
Germany,DEU,2022-06-20,Weekly new hospital admissions,5058.0
Germany,DEU,2022-06-20,Weekly new hospital admissions per million,60.669
Germany,DEU,2022-06-21,Daily ICU occupancy,795.0
Germany,DEU,2022-06-21,Daily ICU occupancy per million,9.536
Germany,DEU,2022-06-21,Weekly new ICU admissions,747.0
Germany,DEU,2022-06-21,Weekly new ICU admissions per million,8.96
Germany,DEU,2022-06-21,Weekly new hospital admissions,5584.0
