entity,iso_code,date,indicator,value
Germany,DEU,2022-02-19,Weekly new hospital admissions per million,126.724
Germany,DEU,2022-02-20,Daily ICU occupancy,2394.0
Germany,DEU,2022-02-20,Daily ICU occupancy per million,28.715
Germany,DEU,2022-02-20,Weekly new ICU admissions,1605.0
Germany,DEU,2022-02-20,Weekly new ICU admissions per million,19.252
Germany,DEU,2022-02-20,Weekly new hospital admissions,10640.0
Germany,DEU,2022-02-20,Weekly new hospital admissions per million,127.624
Germany,DEU,2022-02-21,Daily ICU occupancy,2416.0
Germany,DEU,2022-02-21,Daily ICU occupancy per million,28.979
Germany,DEU,2022-02-21,Weekly new ICU admissions,1579.0
Germany,DEU,2022-02-21,Weekly new ICU admissions per million,18.94
Germany,DEU,2022-02-21,Weekly new hospital admissions,10707.0
Germany,DEU,2022-02-21,Weekly new hospital admissions per million,128.428
Germany,DEU,2022-02-22,Daily ICU occupancy,2397.0
Germany,DEU,2022-02-22,Daily ICU occupancy per million,28.751
Germany,DEU,2022-02-22,Weekly new ICU admissions,1602.0
Germany,DEU,2022-02-22,Weekly new ICU admissions per million,19.216
Germany,DEU,2022-02-22,Weekly new hospital admissions,10782.0
Germany,DEU,2022-02-22,Weekly new hospital admissions per million,129.327
Germany,DEU,2022-02-23,Daily ICU occupancy,2398.0
Germany,DEU,2022-02-23,Daily ICU occupancy per million,28.763
Germany,DEU,2022-02-23,Weekly new ICU admissions,1568.0
Germany,DEU,2022-02-23,Weekly new ICU admissions per million,18.808
Germany,DEU,2022-02-23,Weekly new hospital admissions,10670.0
Germany,DEU,2022-02-23,Weekly new hospital admissions per million,127.984
Germany,DEU,2022-02-24,Daily ICU occupancy,2284.0
Germany,DEU,2022-02-24,Daily ICU occupancy per million,27.396
Germany,DEU,2022-02-24,Weekly new ICU admissions,1558.0
Germany,DEU,2022-02-24,Weekly new ICU admissions per million,18.688
Germany,DEU,2022-02-24,Weekly new hospital admissions,10580.0
Germany,DEU,2022-02-24,Weekly new hospital admissions per million,126.904
Germany,DEU,2022-02-25,Daily ICU occupancy,2289.0
Germany,DEU,2022-02-25,Daily ICU occupancy per million,27.456
Germany,DEU,2022-02-25,Weekly new ICU admissions,1539.0
Germany,DEU,2022-02-25,Weekly new ICU admissions per million,18.46
Germany,DEU,2022-02-25,Weekly new hospital admissions,10434.0
Germany,DEU,2022-02-25,Weekly new hospital admissions per million,125.153
Germany,DEU,2022-02-26,Daily ICU occupancy,2253.0
Germany,DEU,2022-02-26,Daily ICU occupancy per million,27.024
Germany,DEU,2022-02-26,Weekly new ICU admissions,1544.0
Germany,DEU,2022-02-26,Weekly new ICU admissions per million,18.52
Germany,DEU,2022-02-26,Weekly new hospital admissions,10381.0
Germany,DEU,2022-02-26,Weekly new hospital admissions per million,124.517
Germany,DEU,2022-02-27,Daily ICU occupancy,2241.0
Germany,DEU,2022-02-27,Daily ICU occupancy per million,26.88
Germany,DEU,2022-02-27,Weekly new ICU admissions,1567.0
Germany,DEU,2022-02-27,Weekly new ICU admissions per million,18.796
Germany,DEU,2022-02-27,Weekly new hospital admissions,10373.0
Germany,DEU,2022-02-27,Weekly new hospital admissions per million,124.421
Germany,DEU,2022-02-28,Daily ICU occupancy,2280.0
Germany,DEU,2022-02-28,Daily ICU occupancy per million,27.348
Germany,DEU,2022-02-28,Weekly new ICU admissions,1573.0
Germany,DEU,2022-02-28,Weekly new ICU admissions per million,18.868
Germany,DEU,2022-02-28,Weekly new hospital admissions,10266.0
Germany,DEU,2022-02-28,Weekly new hospital admissions per million,123.138
Germany,DEU,2022-03-01,Daily ICU occupancy,2288.0
Germany,DEU,2022-03-01,Daily ICU occupancy per million,27.444
Germany,DEU,2022-03-01,Weekly new ICU admissions,1525.0
Germany,DEU,2022-03-01,Weekly new ICU admissions per million,18.292
Germany,DEU,2022-03-01,Weekly new hospital admissions,10068.0
Germany,DEU,2022-03-01,Weekly new hospital admissions per million,120.763
Germany,DEU,2022-03-02,Daily ICU occupancy,2201.0
Germany,DEU,2022-03-02,Daily ICU occupancy per million,26.4
Germany,DEU,2022-03-02,Weekly new ICU admissions,1557.0
Germany,DEU,2022-03-02,Weekly new ICU admissions per million,18.676
Germany,DEU,2022-03-02,Weekly new hospital admissions,9956.0
Germany,DEU,2022-03-02,Weekly new hospital admissions per million,119.42
Germany,DEU,2022-03-03,Daily ICU occupancy,2152.0
Germany,DEU,2022-03-03,Daily ICU occupancy per million,25.813
Germany,DEU,2022-03-03,Weekly new ICU admissions,1550.0
Germany,DEU,2022-03-03,Weekly new ICU admissions per million,18.592
Germany,DEU,2022-03-03,Weekly new hospital admissions,9915.0
Germany,DEU,2022-03-03,Weekly new hospital admissions per million,118.928
Germany,DEU,2022-03-04,Daily ICU occupancy,2110.0
Germany,DEU,2022-03-04,Daily ICU occupancy per million,25.309
Germany,DEU,2022-03-04,Weekly new ICU admissions,1585.0
Germany,DEU,2022-03-04,Weekly new ICU admissions per million,19.012
Germany,DEU,2022-03-04,Weekly new hospital admissions,9982.0
Germany,DEU,2022-03-04,Weekly new hospital admissions per million,119.732
Germany,DEU,2022-03-05,Daily ICU occupancy,2103.0
Germany,DEU,2022-03-05,Daily ICU occupancy per million,25.225
Germany,DEU,2022-03-05,Weekly new ICU admissions,1573.0
Germany,DEU,2022-03-05,Weekly new ICU admissions per million,18.868
Germany,DEU,2022-03-05,Weekly new hospital admissions,10000.0
Germany,DEU,2022-03-05,Weekly new hospital admissions per million,119.947
Germany,DEU,2022-03-06,Daily ICU occupancy,2104.0
Germany,DEU,2022-03-06,Daily ICU occupancy per million,25.237
Germany,DEU,2022-03-06,Weekly new ICU admissions,1576.0
Germany,DEU,2022-03-06,Weekly new ICU admissions per million,18.904
Germany,DEU,2022-03-06,Weekly new hospital admissions,9953.0
Germany,DEU,2022-03-06,Weekly new hospital admissions per million,119.384
Germany,DEU,2022-03-07,Daily ICU occupancy,2167.0
Germany,DEU,2022-03-07,Daily ICU occupancy per million,25.993
Germany,DEU,2022-03-07,Weekly new ICU admissions,1592.0
Germany,DEU,2022-03-07,Weekly new ICU admissions per million,19.096
Germany,DEU,2022-03-07,Weekly new hospital admissions,10017.0
Germany,DEU,2022-03-07,Weekly new hospital admissions per million,120.151
Germany,DEU,2022-03-08,Daily ICU occupancy,2158.0
Germany,DEU,2022-03-08,Daily ICU occupancy per million,25.885
Germany,DEU,2022-03-08,Weekly new ICU admissions,1590.0
Germany,DEU,2022-03-08,Weekly new ICU admissions per million,19.072
Germany,DEU,2022-03-08,Weekly new hospital admissions,10196.0
Germany,DEU,2022-03-08,Weekly new hospital admissions per million,122.298
Germany,DEU,2022-03-09,Daily ICU occupancy,2118.0
Germany,DEU,2022-03-09,Daily ICU occupancy per million,25.405
Germany,DEU,2022-03-09,Weekly new ICU admissions,1583.0
Germany,DEU,2022-03-09,Weekly new ICU admissions per million,18.988
Germany,DEU,2022-03-09,Weekly new hospital admissions,10571.0
Germany,DEU,2022-03-09,Weekly new hospital admissions per million,126.796
Germany,DEU,2022-03-10,Daily ICU occupancy,2115.0
Germany,DEU,2022-03-10,Daily ICU occupancy per million,25.369
Germany,DEU,2022-03-10,Weekly new ICU admissions,1590.0
Germany,DEU,2022-03-10,Weekly new ICU admissions per million,19.072
Germany,DEU,2022-03-10,Weekly new hospital admissions,10836.0
Germany,DEU,2022-03-10,Weekly new hospital admissions per million,129.975
Germany,DEU,2022-03-11,Daily ICU occupancy,2116.0
Germany,DEU,2022-03-11,Daily ICU occupancy per million,25.381
Germany,DEU,2022-03-11,Weekly new ICU admissions,1573.0
Germany,DEU,2022-03-11,Weekly new ICU admissions per million,18.868
Germany,DEU,2022-03-11,Weekly new hospital admissions,11100.0
Germany,DEU,2022-03-11,Weekly new hospital admissions per million,133.142
Germany,DEU,2022-03-12,Daily ICU occupancy,2111.0
Germany,DEU,2022-03-12,Daily ICU occupancy per million,25.321
Germany,DEU,2022-03-12,Weekly new ICU admissions,1649.0
Germany,DEU,2022-03-12,Weekly new ICU admissions per million,19.779
Germany,DEU,2022-03-12,Weekly new hospital admissions,11363.0
Germany,DEU,2022-03-12,Weekly new hospital admissions per million,136.296
Germany,DEU,2022-03-13,Daily ICU occupancy,2192.0
Germany,DEU,2022-03-13,Daily ICU occupancy per million,26.292
Germany,DEU,2022-03-13,Weekly new ICU admissions,1672.0
Germany,DEU,2022-03-13,Weekly new ICU admissions per million,20.055
Germany,DEU,2022-03-13,Weekly new hospital admissions,11537.0
Germany,DEU,2022-03-13,Weekly new hospital admissions per million,138.383
Germany,DEU,2022-03-14,Daily ICU occupancy,2259.0
Germany,DEU,2022-03-14,Daily ICU occupancy per million,27.096
Germany,DEU,2022-03-14,Weekly new ICU admissions,1697.0
Germany,DEU,2022-03-14,Weekly new ICU admissions per million,20.355
Germany,DEU,2022-03-14,Weekly new hospital admissions,11648.0
Germany,DEU,2022-03-14,Weekly new hospital admissions per million,139.715
Germany,DEU,2022-03-15,Daily ICU occupancy,2294.0
Germany,DEU,2022-03-15,Daily ICU occupancy per million,27.516
Germany,DEU,2022-03-15,Weekly new ICU admissions,1772.0
Germany,DEU,2022-03-15,Weekly new ICU admissions per million,21.255
Germany,DEU,2022-03-15,Weekly new hospital admissions,12159.0
Germany,DEU,2022-03-15,Weekly new hospital admissions per million,145.844
Germany,DEU,2022-03-16,Daily ICU occupancy,2303.0
Germany,DEU,2022-03-16,Daily ICU occupancy per million,27.624
Germany,DEU,2022-03-16,Weekly new ICU admissions,1841.0
Germany,DEU,2022-03-16,Weekly new ICU admissions per million,22.082
Germany,DEU,2022-03-16,Weekly new hospital admissions,12382.0
Germany,DEU,2022-03-16,Weekly new hospital admissions per million,148.519
Germany,DEU,2022-03-17,Daily ICU occupancy,2287.0
Germany,DEU,2022-03-17,Daily ICU occupancy per million,27.432
Germany,DEU,2022-03-17,Weekly new ICU admissions,1896.0
Germany,DEU,2022-03-17,Weekly new ICU admissions per million,22.742
Germany,DEU,2022-03-17,Weekly new hospital admissions,12581.0
Germany,DEU,2022-03-17,Weekly new hospital admissions per million,150.906
Germany,DEU,2022-03-18,Daily ICU occupancy,2284.0
Germany,DEU,2022-03-18,Daily ICU occupancy per million,27.396
Germany,DEU,2022-03-18,Weekly new ICU admissions,1931.0
Germany,DEU,2022-03-18,Weekly new ICU admissions per million,23.162
Germany,DEU,2022-03-18,Weekly new hospital admissions,12725.0
Germany,DEU,2022-03-18,Weekly new hospital admissions per million,152.633
Germany,DEU,2022-03-19,Daily ICU occupancy,2240.0
Germany,DEU,2022-03-19,Daily ICU occupancy per million,26.868
Germany,DEU,2022-03-19,Weekly new ICU admissions,1891.0
Germany,DEU,2022-03-19,Weekly new ICU admissions per million,22.682
Germany,DEU,2022-03-19,Weekly new hospital admissions,12801.0
Germany,DEU,2022-03-19,Weekly new hospital admissions per million,153.545
Germany,DEU,2022-03-20,Daily ICU occupancy,2268.0
Germany,DEU,2022-03-20,Daily ICU occupancy per million,27.204
Germany,DEU,2022-03-20,Weekly new ICU admissions,1897.0
Germany,DEU,2022-03-20,Weekly new ICU admissions per million,22.754
Germany,DEU,2022-03-20,Weekly new hospital admissions,12705.0
Germany,DEU,2022-03-20,Weekly new hospital admissions per million,152.393
Germany,DEU,2022-03-21,Daily ICU occupancy,2348.0
Germany,DEU,2022-03-21,Daily ICU occupancy per million,28.164
Germany,DEU,2022-03-21,Weekly new ICU admissions,1943.0
Germany,DEU,2022-03-21,Weekly new ICU admissions per million,23.306
Germany,DEU,2022-03-21,Weekly new hospital admissions,12633.0
Germany,DEU,2022-03-21,Weekly new hospital admissions per million,151.53
Germany,DEU,2022-03-22,Daily ICU occupancy,2381.0
Germany,DEU,2022-03-22,Daily ICU occupancy per million,28.559
Germany,DEU,2022-03-22,Weekly new ICU admissions,1920.0
Germany,DEU,2022-03-22,Weekly new ICU admissions per million,23.03
Germany,DEU,2022-03-22,Weekly new hospital admissions,12534.0
Germany,DEU,2022-03-22,Weekly new hospital admissions per million,150.342
Germany,DEU,2022-03-23,Daily ICU occupancy,2332.0
Germany,DEU,2022-03-23,Daily ICU occupancy per million,27.972
Germany,DEU,2022-03-23,Weekly new ICU admissions,1960.0
Germany,DEU,2022-03-23,Weekly new ICU admissions per million,23.51
Germany,DEU,2022-03-23,Weekly new hospital admissions,12564.0
Germany,DEU,2022-03-23,Weekly new hospital admissions per million,150.702
Germany,DEU,2022-03-24,Daily ICU occupancy,2326.0
Germany,DEU,2022-03-24,Daily ICU occupancy per million,27.9
Germany,DEU,2022-03-24,Weekly new ICU admissions,1956.0
Germany,DEU,2022-03-24,Weekly new ICU admissions per million,23.462
Germany,DEU,2022-03-24,Weekly new hospital admissions,12540.0
Germany,DEU,2022-03-24,Weekly new hospital admissions per million,150.414
Germany,DEU,2022-03-25,Daily ICU occupancy,2305.0
Germany,DEU,2022-03-25,Daily ICU occupancy per million,27.648
Germany,DEU,2022-03-25,Weekly new ICU admissions,2015.0
Germany,DEU,2022-03-25,Weekly new ICU admissions per million,24.169
Germany,DEU,2022-03-25,Weekly new hospital admissions,12425.0
Germany,DEU,2022-03-25,Weekly new hospital admissions per million,149.035
Germany,DEU,2022-03-26,Daily ICU occupancy,2335.0
Germany,DEU,2022-03-26,Daily ICU occupancy per million,28.008
Germany,DEU,2022-03-26,Weekly new ICU admissions,2062.0
Germany,DEU,2022-03-26,Weekly new ICU admissions per million,24.733
Germany,DEU,2022-03-26,Weekly new hospital admissions,12416.0
Germany,DEU,2022-03-26,Weekly new hospital admissions per million,148.927
Germany,DEU,2022-03-27,Daily ICU occupancy,2336.0
Germany,DEU,2022-03-27,Daily ICU occupancy per million,28.02
Germany,DEU,2022-03-27,Weekly new ICU admissions,2047.0
Germany,DEU,2022-03-27,Weekly new ICU admissions per million,24.553
Germany,DEU,2022-03-27,Weekly new hospital admissions,12452.0
Germany,DEU,2022-03-27,Weekly new hospital admissions per million,149.359
Germany,DEU,2022-03-28,Daily ICU occupancy,2356.0
Germany,DEU,2022-03-28,Daily ICU occupancy per million,28.26
Germany,DEU,2022-03-28,Weekly new ICU admissions,2013.0
Germany,DEU,2022-03-28,Weekly new ICU admissions per million,24.145
Germany,DEU,2022-03-28,Weekly new hospital admissions,12472.0
Germany,DEU,2022-03-28,Weekly new hospital admissions per million,149.598
Germany,DEU,2022-03-29,Daily ICU occupancy,2377.0
Germany,DEU,2022-03-29,Daily ICU occupancy per million,28.512
Germany,DEU,2022-03-29,Weekly new ICU admissions,2011.0
Germany,DEU,2022-03-29,Weekly new ICU admissions per million,24.121
Germany,DEU,2022-03-29,Weekly new hospital admissions,12459.0
Germany,DEU,2022-03-29,Weekly new hospital admissions per million,149.443
Germany,DEU,2022-03-30,Daily ICU occupancy,2332.0
Germany,DEU,2022-03-30,Daily ICU occupancy per million,27.972
Germany,DEU,2022-03-30,Weekly new ICU admissions,1965.0
Germany,DEU,2022-03-30,Weekly new ICU admissions per million,23.57
Germany,DEU,2022-03-30,Weekly new hospital admissions,12322.0
Germany,DEU,2022-03-30,Weekly new hospital admissions per million,147.799
Germany,DEU,2022-03-31,Daily ICU occupancy,2304.0
Germany,DEU,2022-03-31,Daily ICU occupancy per million,27.636
Germany,DEU,2022-03-31,Weekly new ICU admissions,1930.0
Germany,DEU,2022-03-31,Weekly new ICU admissions per million,23.15
Germany,DEU,2022-03-31,Weekly new hospital admissions,12108.0
Germany,DEU,2022-03-31,Weekly new hospital admissions per million,145.232
Germany,DEU,2022-04-01,Daily ICU occupancy,2271.0
Germany,DEU,2022-04-01,Daily ICU occupancy per million,27.24
Germany,DEU,2022-04-01,Weekly new ICU admissions,1846.0
Germany,DEU,2022-04-01,Weekly new ICU admissions per million,22.142
Germany,DEU,2022-04-01,Weekly new hospital admissions,11907.0
Germany,DEU,2022-04-01,Weekly new hospital admissions per million,142.821
Germany,DEU,2022-04-02,Daily ICU occupancy,2215.0
Germany,DEU,2022-04-02,Daily ICU occupancy per million,26.568
Germany,DEU,2022-04-02,Weekly new ICU admissions,1805.0
Germany,DEU,2022-04-02,Weekly new ICU admissions per million,21.651
Germany,DEU,2022-04-02,Weekly new hospital admissions,11472.0
Germany,DEU,2022-04-02,Weekly new hospital admissions per million,137.604
Germany,DEU,2022-04-03,Daily ICU occupancy,2212.0
Germany,DEU,2022-04-03,Daily ICU occupancy per million,26.532
Germany,DEU,2022-04-03,Weekly new ICU admissions,1806.0
Germany,DEU,2022-04-03,Weekly new ICU admissions per million,21.663
Germany,DEU,2022-04-03,Weekly new hospital admissions,11201.0
Germany,DEU,2022-04-03,Weekly new hospital admissions per million,134.353
Germany,DEU,2022-04-04,Daily ICU occupancy,2234.0
Germany,DEU,2022-04-04,Daily ICU occupancy per million,26.796
Germany,DEU,2022-04-04,Weekly new ICU admissions,1720.0
Germany,DEU,2022-04-04,Weekly new ICU admissions per million,20.631
Germany,DEU,2022-04-04,Weekly new hospital admissions,10991.0
Germany,DEU,2022-04-04,Weekly new hospital admissions per million,131.834
Germany,DEU,2022-04-05,Daily ICU occupancy,2164.0
Germany,DEU,2022-04-05,Daily ICU occupancy per million,25.957
Germany,DEU,2022-04-05,Weekly new ICU admissions,1701.0
Germany,DEU,2022-04-05,Weekly new ICU admissions per million,20.403
Germany,DEU,2022-04-05,Weekly new hospital admissions,10703.0
Germany,DEU,2022-04-05,Weekly new hospital admissions per million,128.38
Germany,DEU,2022-04-06,Daily ICU occupancy,2107.0
Germany,DEU,2022-04-06,Daily ICU occupancy per million,25.273
Germany,DEU,2022-04-06,Weekly new ICU admissions,1673.0
Germany,DEU,2022-04-06,Weekly new ICU admissions per million,20.067
Germany,DEU,2022-04-06,Weekly new hospital admissions,10283.0
Germany,DEU,2022-04-06,Weekly new hospital admissions per million,123.342
Germany,DEU,2022-04-07,Daily ICU occupancy,2054.0
Germany,DEU,2022-04-07,Daily ICU occupancy per million,24.637
Germany,DEU,2022-04-07,Weekly new ICU admissions,1642.0
Germany,DEU,2022-04-07,Weekly new ICU admissions per million,19.695
Germany,DEU,2022-04-07,Weekly new hospital admissions,10058.0
Germany,DEU,2022-04-07,Weekly new hospital admissions per million,120.643
Germany,DEU,2022-04-08,Daily ICU occupancy,2028.0
Germany,DEU,2022-04-08,Daily ICU occupancy per million,24.325
Germany,DEU,2022-04-08,Weekly new ICU admissions,1641.0
Germany,DEU,2022-04-08,Weekly new ICU admissions per million,19.683
Germany,DEU,2022-04-08,Weekly new hospital admissions,9804.0
Germany,DEU,2022-04-08,Weekly new hospital admissions per million,117.596
Germany,DEU,2022-04-09,Daily ICU occupancy,1985.0
Germany,DEU,2022-04-09,Daily ICU occupancy per million,23.81
Germany,DEU,2022-04-09,Weekly new ICU admissions,1591.0
Germany,DEU,2022-04-09,Weekly new ICU admissions per million,19.084
Germany,DEU,2022-04-09,Weekly new hospital admissions,9767.0
Germany,DEU,2022-04-09,Weekly new hospital admissions per million,117.153
Germany,DEU,2022-04-10,Daily ICU occupancy,1989.0
Germany,DEU,2022-04-10,Daily ICU occupancy per million,23.858
Germany,DEU,2022-04-10,Weekly new ICU admissions,1536.0
Germany,DEU,2022-04-10,Weekly new ICU admissions per million,18.424
Germany,DEU,2022-04-10,Weekly new hospital admissions,9700.0
Germany,DEU,2022-04-10,Weekly new hospital admissions per million,116.349
Germany,DEU,2022-04-11,Daily ICU occupancy,1982.0
Germany,DEU,2022-04-11,Daily ICU occupancy per million,23.774
Germany,DEU,2022-04-11,Weekly new ICU admissions,1533.0
Germany,DEU,2022-04-11,Weekly new ICU admissions per million,18.388
Germany,DEU,2022-04-11,Weekly new hospital admissions,9706.0
Germany,DEU,2022-04-11,Weekly new hospital admissions per million,116.421
Germany,DEU,2022-04-12,Daily ICU occupancy,1916.0
Germany,DEU,2022-04-12,Daily ICU occupancy per million,22.982
Germany,DEU,2022-04-12,Weekly new ICU admissions,1513.0
Germany,DEU,2022-04-12,Weekly new ICU admissions per million,18.148
Germany,DEU,2022-04-12,Weekly new hospital admissions,9663.0
Germany,DEU,2022-04-12,Weekly new hospital admissions per million,115.905
Germany,DEU,2022-04-13,Daily ICU occupancy,1849.0
Germany,DEU,2022-04-13,Daily ICU occupancy per million,22.178
Germany,DEU,2022-04-13,Weekly new ICU admissions,1472.0
Germany,DEU,2022-04-13,Weekly new ICU admissions per million,17.656
Germany,DEU,2022-04-13,Weekly new hospital admissions,9535.0
Germany,DEU,2022-04-13,Weekly new hospital admissions per million,114.37
Germany,DEU,2022-04-14,Daily ICU occupancy,1821.0
Germany,DEU,2022-04-14,Daily ICU occupancy per million,21.842
Germany,DEU,2022-04-14,Weekly new ICU admissions,1426.0
Germany,DEU,2022-04-14,Weekly new ICU admissions per million,17.105
Germany,DEU,2022-04-14,Weekly new hospital admissions,9233.0
Germany,DEU,2022-04-14,Weekly new hospital admissions per million,110.747
Germany,DEU,2022-04-15,Daily ICU occupancy,1793.0
Germany,DEU,2022-04-15,Daily ICU occupancy per million,21.507
Germany,DEU,2022-04-15,Weekly new ICU admissions,1352.0
Germany,DEU,2022-04-15,Weekly new ICU admissions per million,16.217
Germany,DEU,2022-04-15,Weekly new hospital admissions,9130.0
Germany,DEU,2022-04-15,Weekly new hospital admissions per million,109.512
Germany,DEU,2022-04-16,Daily ICU occupancy,1742.0
Germany,DEU,2022-04-16,Daily ICU occupancy per million,20.895
Germany,DEU,2022-04-16,Weekly new ICU admissions,1366.0
Germany,DEU,2022-04-16,Weekly new ICU admissions per million,16.385
Germany,DEU,2022-04-16,Weekly new hospital admissions,8244.0
Germany,DEU,2022-04-16,Weekly new hospital admissions per million,98.885
Germany,DEU,2022-04-17,Daily ICU occupancy,1766.0
Germany,DEU,2022-04-17,Daily ICU occupancy per million,21.183
Germany,DEU,2022-04-17,Weekly new ICU admissions,1306.0
Germany,DEU,2022-04-17,Weekly new ICU admissions per million,15.665
Germany,DEU,2022-04-17,Weekly new hospital admissions,8083.0
Germany,DEU,2022-04-17,Weekly new hospital admissions per million,96.954
Germany,DEU,2022-04-18,Daily ICU occupancy,1764.0
Germany,DEU,2022-04-18,Daily ICU occupancy per million,21.159
Germany,DEU,2022-04-18,Weekly new ICU admissions,1263.0
Germany,DEU,2022-04-18,Weekly new ICU admissions per million,15.149
Germany,DEU,2022-04-18,Weekly new hospital admissions,7929.0
Germany,DEU,2022-04-18,Weekly new hospital admissions per million,95.106
Germany,DEU,2022-04-19,Daily ICU occupancy,1803.0
Germany,DEU,2022-04-19,Daily ICU occupancy per million,21.627
Germany,DEU,2022-04-19,Weekly new ICU admissions,1226.0
Germany,DEU,2022-04-19,Weekly new ICU admissions per million,14.706
Germany,DEU,2022-04-19,Weekly new hospital admissions,6628.0
Germany,DEU,2022-04-19,Weekly new hospital admissions per million,79.501
Germany,DEU,2022-04-20,Daily ICU occupancy,1734.0
Germany,DEU,2022-04-20,Daily ICU occupancy per million,20.799
Germany,DEU,2022-04-20,Weekly new ICU admissions,1174.0
Germany,DEU,2022-04-20,Weekly new ICU admissions per million,14.082
Germany,DEU,2022-04-20,Weekly new hospital admissions,6924.0
Germany,DEU,2022-04-20,Weekly new hospital admissions per million,83.052
Germany,DEU,2022-04-21,Daily ICU occupancy,1646.0
Germany,DEU,2022-04-21,Daily ICU occupancy per million,19.743
Germany,DEU,2022-04-21,Weekly new ICU admissions,1176.0
Germany,DEU,2022-04-21,Weekly new ICU admissions per million,14.106
Germany,DEU,2022-04-21,Weekly new hospital admissions,7138.0
Germany,DEU,2022-04-21,Weekly new hospital admissions per million,85.618
Germany,DEU,2022-04-22,Daily ICU occupancy,1613.0
Germany,DEU,2022-04-22,Daily ICU occupancy per million,19.348
Germany,DEU,2022-04-22,Weekly new ICU admissions,1218.0
Germany,DEU,2022-04-22,Weekly new ICU admissions per million,14.61
Germany,DEU,2022-04-22,Weekly new hospital admissions,7077.0
Germany,DEU,2022-04-22,Weekly new hospital admissions per million,84.887
Germany,DEU,2022-04-23,Daily ICU occupancy,1614.0
Germany,DEU,2022-04-23,Daily ICU occupancy per million,19.36
Germany,DEU,2022-04-23,Weekly new ICU admissions,1166.0
Germany,DEU,2022-04-23,Weekly new ICU admissions per million,13.986
Germany,DEU,2022-04-23,Weekly new hospital admissions,7705.0
Germany,DEU,2022-04-23,Weekly new hospital admissions per million,92.42
Germany,DEU,2022-04-24,Daily ICU occupancy,1571.0
Germany,DEU,2022-04-24,Daily ICU occupancy per million,18.844
Germany,DEU,2022-04-24,Weekly new ICU admissions,1175.0
Germany,DEU,2022-04-24,Weekly new ICU admissions per million,14.094
Germany,DEU,2022-04-24,Weekly new hospital admissions,7669.0
Germany,DEU,2022-04-24,Weekly new hospital admissions per million,91.988
Germany,DEU,2022-04-25,Daily ICU occupancy,1576.0
Germany,DEU,2022-04-25,Daily ICU occupancy per million,18.904
Germany,DEU,2022-04-25,Weekly new ICU admissions,1165.0
Germany,DEU,2022-04-25,Weekly new ICU admissions per million,13.974
Germany,DEU,2022-04-25,Weekly new hospital admissions,7694.0
Germany,DEU,2022-04-25,Weekly new hospital admissions per million,92.288
Germany,DEU,2022-04-26,Daily ICU occupancy,1519.0
Germany,DEU,2022-04-26,Daily ICU occupancy per million,18.22
Germany,DEU,2022-04-26,Weekly new ICU admissions,1131.0
Germany,DEU,2022-04-26,Weekly new ICU admissions per million,13.566
Germany,DEU,2022-04-26,Weekly new hospital admissions,8671.0
Germany,DEU,2022-04-26,Weekly new hospital admissions per million,104.006
Germany,DEU,2022-04-27,Daily ICU occupancy,1445.0
Germany,DEU,2022-04-27,Daily ICU occupancy per million,17.332
Germany,DEU,2022-04-27,Weekly new ICU admissions,1102.0
Germany,DEU,2022-04-27,Weekly new ICU admissions per million,13.218
Germany,DEU,2022-04-27,Weekly new hospital admissions,7864.0
Germany,DEU,2022-04-27,Weekly new hospital admissions per million,94.327
Germany,DEU,2022-04-28,Daily ICU occupancy,1406.0
Germany,DEU,2022-04-28,Daily ICU occupancy per million,16.865
Germany,DEU,2022-04-28,Weekly new ICU admissions,1092.0
Germany,DEU,2022-04-28,Weekly new ICU admissions per million,13.098
Germany,DEU,2022-04-28,Weekly new hospital admissions,7280.0
Germany,DEU,2022-04-28,Weekly new hospital admissions per million,87.322
Germany,DEU,2022-04-29,Daily ICU occupancy,1380.0
Germany,DEU,2022-04-29,Daily ICU occupancy per million,16.553
Germany,DEU,2022-04-29,Weekly new ICU admissions,1040.0
Germany,DEU,2022-04-29,Weekly new ICU admissions per million,12.475
Germany,DEU,2022-04-29,Weekly new hospital admissions,6888.0
Germany,DEU,2022-04-29,Weekly new hospital admissions per million,82.62
Germany,DEU,2022-04-30,Daily ICU occupancy,1354.0
Germany,DEU,2022-04-30,Daily ICU occupancy per million,16.241
Germany,DEU,2022-04-30,Weekly new ICU admissions,1045.0
Germany,DEU,2022-04-30,Weekly new ICU admissions per million,12.535
Germany,DEU,2022-04-30,Weekly new hospital admissions,6615.0
Germany,DEU,2022-04-30,Weekly new hospital admissions per million,79.345
Germany,DEU,2022-05-01,Daily ICU occupancy,1337.0
Germany,DEU,2022-05-01,Daily ICU occupancy per million,16.037
Germany,DEU,2022-05-01,Weekly new ICU admissions,1044.0
Germany,DEU,2022-05-01,Weekly new ICU admissions per million,12.523
Germany,DEU,2022-05-01,Weekly new hospital admissions,6505.0
Germany,DEU,2022-05-01,Weekly new hospital admissions per million,78.026
Germany,DEU,2022-05-02,Daily ICU occupancy,1323.0
Germany,DEU,2022-05-02,Daily ICU occupancy per million,15.869
Germany,DEU,2022-05-02,Weekly new ICU admissions,1030.0
Germany,DEU,2022-05-02,Weekly new ICU admissions per million,12.355
Germany,DEU,2022-05-02,Weekly new hospital admissions,6377.0
Germany,DEU,2022-05-02,Weekly new hospital admissions per million,76.49
Germany,DEU,2022-05-03,Daily ICU occupancy,1278.0
